code,families,non_families
71720,61201,22358
71722,85400,21473
71724,55628,46122
71725,54882,45408
71726,52084,24641
71730,70970,40005
71740,71194,16514
71742,52664,23596
71743,60869,25092
71744,69073,27591
71745,47194,31671
71747,53857,45083
71749,59995,42841
71751,65454,41978
71752,38474,28774
71753,63505,40721
71758,66229,47369
71759,55837,19600
71762,57496,37688
71763,64250,25583
71764,59633,20664
71765,53327,19214
71766,52712,37324
71770,60860,26285
71772,60860,26285
71801,60889,31690
71820,60889,31690
71822,76550,33418
71823,57167,25985
71825,68845,42240
71826,68658,16502
71827,88930,33796
71832,66523,29513
71833,95252,23173
71834,52453,25871
71835,65385,34444
71836,68018,39787
71837,61603,21179
71838,49393,28097
71839,43277,20875
71841,64133,37234
71842,59685,30628
71845,75417,57533
71846,68176,36276
71847,62453,23180
71851,68486,54428
71852,65251,27078
71853,76516,27204
71854,67781,38340
71855,47785,32961
71857,49759,30921
71858,51676,28255
71859,60039,25978
71860,57258,36629
71861,64753,23137
71862,50556,23165
71865,54138,19390
71866,75002,23997
71901,74448,31093
71909,76788,48930
71913,80192,38211
71921,58912,38468
71922,54941,19880
71923,71038,31230
71929,64749,22281
71933,65495,15083
71935,30948,41616
71937,58753,25550
71940,54013,16226
71941,63523,34945
71943,64291,31016
71944,47085,23755
71945,45087,23061
71949,50685,25636
71950,62572,21194
71952,62572,54193
71953,57255,34412
71956,44110,34225
71957,64609,27554
71958,55854,31920
71959,74729,27251
71960,47168,16316
71961,53405,26286
71962,62440,22202
71964,87746,32528
71965,55833,14749
71968,79072,37740
71969,54689,46173
71970,97250,48039
71971,43998,44333
71972,69387,10319
71973,60170,16844
71998,60170,16844
71999,60170,16844
72001,69276,8675
72002,88116,41810
72003,71186,27115
72004,40772,32929
72005,28230,16930
72006,55645,33775
72007,79311,33916
72010,58522,36230
72011,92769,35740
72012,84419,35686
72013,71659,25164
72014,47780,25164
72015,75917,39583
72016,70830,38484
72017,54589,29045
72019,96915,45723
72020,74306,28381
72021,57455,26533
72022,92406,44853
72023,81714,40709
72024,75250,24608
72025,76355,26589
72026,62506,20142
72027,71681,56246
72029,50644,27045
72030,58992,27100
72031,60136,29770
72032,71611,39138
72034,91087,44687
72035,91087,44687
72036,50996,16587
72037,50996,16587
72038,150586,16587
72039,68033,30904
72040,67701,27055
72041,47136,32560
72042,61738,30464
72044,77070,33603
72045,83985,27405
72046,73040,29397
72047,60994,40852
72048,93370,40852
72051,56666,14456
72055,66128,26308
72057,71070,17932
72058,90802,26171
72059,90802,26171
72060,62624,33393
72061,116926,33393
72063,63388,24509
72064,68996,25427
72065,84614,38387
72067,62272,35565
72068,45151,37264
72069,73632,30442
72070,51546,32999
72072,84847,26079
72073,104997,29239
72074,51435,19100
72076,65703,32716
72079,48698,49712
72080,47192,32780
72081,64856,28945
72082,31328,25983
72083,49822,73296
72084,63458,37873
72085,40506,14311
72086,78402,35247
72087,93907,26207
72088,69317,32087
72099,69317,32087
72101,68813,17809
72102,55799,39988
72103,74064,33574
72104,61796,38968
72106,76507,52290
72107,77232,20432
72108,77232,20432
72110,62888,42463
72111,88433,25367
72112,59487,30731
72113,108896,41643
72114,32059,27270
72116,109578,49819
72117,53052,33844
72118,66897,39415
72119,66897,39415
72120,87081,46395
72121,55209,30558
72122,80544,20897
72123,41042,17782
72125,52557,32664
72126,68015,32646
72127,78601,32744
72128,59282,24482
72129,60109,16835
72130,45370,14702
72131,94764,36983
72132,76644,42003
72134,65996,25992
72135,143658,84293
72136,78342,20412
72137,65324,90708
72139,41745,30350
72140,79868,34521
72141,33390,11262
72142,86635,46177
72143,81271,28581
72149,81271,28581
72150,80744,33726
72152,40271,26827
72153,59371,19117
72156,90259,28126
72157,72138,24554
72160,76827,32676
72165,76827,32676
72166,40996,32676
72167,69922,22619
72168,61430,14030
72169,66295,17647
72170,71337,29278
72173,80585,42411
72175,62559,20146
72176,71712,43337
72179,59891,43337
72181,59891,43337
72201,249742,75286
72202,92297,39357
72204,54893,29272
72205,100516,46302
72206,60492,35904
72207,179012,57798
72209,47239,32646
72210,90010,44503
72211,111905,56429
72212,160564,69448
72223,183292,76286
72227,124381,56829
72301,51115,31401
72311,41872,31401
72315,58943,34362
72320,58943,34362
72321,61667,50320
72322,31897,15987
72324,54540,31885
72325,38337,31885
72326,65525,29826
72327,71844,28403
72328,71844,28403
72329,58192,28403
72330,60667,45995
72331,52677,26397
72332,52677,18962
72333,38643,12457
72335,52845,31819
72338,52845,31819
72339,46628,9400
72340,118848,9400
72341,41894,24739
72342,58451,31308
72346,59673,19612
72347,62016,26108
72348,48520,29691
72350,56755,25042
72351,42369,34738
72353,42369,34738
72354,62504,19518
72355,79228,22059
72358,40740,27556
72359,29103,23716
72360,51312,22602
72364,84290,49015
72365,39028,22579
72366,57275,29165
72367,57275,29165
72368,64236,19539
72370,52080,29262
72372,66549,23330
72373,40429,21102
72374,54749,38468
72376,65183,44741
72377,65183,44741
72379,65183,44741
72383,65183,44741
72384,37704,27121
72386,63736,28922
72389,96673,28922
72390,43489,23707
72392,68835,27634
72394,47749,26098
72395,75796,44310
72396,79490,34758
72401,68947,36189
72404,111848,42290
72410,42151,44670
72411,57804,31907
72412,123513,15870
72413,68340,43931
72414,80590,26689
72415,59425,29236
72416,67585,40465
72417,75779,31245
72419,59718,66163
72421,143647,25576
72422,49977,22883
72424,34154,26750
72425,49724,18658
72426,81892,27719
72427,25664,14394
72428,73476,14394
72429,74773,39122
72430,43565,18621
72431,71278,19264
72432,53419,26438
72433,63819,26620
72434,51445,28776
72435,66063,22848
72436,54416,25833
72437,63080,28344
72438,64061,21251
72440,64728,31358
72441,32605,4621
72442,76041,44929
72443,56826,29375
72444,54527,23444
72445,37679,33100
72447,79925,31958
72449,42330,21126
72450,68276,33755
72453,54498,44812
72454,57664,24760
72455,66292,26101
72456,57726,20157
72457,58238,24813
72458,77165,23165
72459,51351,26401
72460,43257,18211
72461,72293,27412
72462,38475,20625
72464,38475,22060
72466,62477,33129
72467,62477,33129
72469,55267,27013
72470,59856,29606
72471,78605,30781
72472,54099,29777
72473,55921,29211
72476,55667,28026
72478,53356,20270
72479,63032,31172
72482,46266,28934
72501,69746,33668
72512,45032,27586
72513,50020,23311
72515,50020,23311
72517,55617,18561
72519,57743,21795
72520,16330,21795
72521,77576,30155
72522,60329,35325
72523,53480,22160
72524,66512,22160
72526,57562,21067
72527,147897,21067
72528,147897,21067
72529,61506,33559
72530,58842,24834
72531,65950,38175
72532,39773,21218
72533,72301,24688
72534,71144,36877
72536,57340,16030
72537,68647,34909
72538,45778,34909
72539,54107,34909
72540,54702,111081
72542,54451,28336
72543,68791,36067
72544,43178,17279
72546,59515,17279
72550,60909,24353
72553,55015,24353
72554,45098,32551
72555,90608,47719
72556,58687,30384
72560,57885,22960
72561,58322,21042
72562,74827,30565
72564,62031,34155
72565,55859,34916
72566,64976,21620
72567,89714,29435
72568,46006,38178
72569,31677,38178
72571,75268,38178
72572,41588,66500
72573,69844,66500
72576,53024,26503
72577,62736,58059
72578,62736,58059
72579,63391,25621
72581,86122,33906
72583,58815,20166
72584,46882,20166
72585,176932,20166
72587,66159,20166
72601,70496,35762
72611,98902,20932
72616,91311,29394
72617,36164,67113
72619,56016,30070
72623,70978,44071
72624,67098,24072
72626,52905,34578
72628,77285,15994
72629,46160,16921
72630,45505,21383
72631,61257,40072
72632,67529,29846
72633,76357,27431
72634,62399,26198
72635,59913,27687
72636,59913,43933
72638,57529,28148
72639,37298,32442
72640,53114,32442
72641,57207,19744
72642,66975,54210
72644,52918,24855
72645,45339,37320
72648,84750,9422
72650,61563,23289
72651,48942,44777
72653,71299,33956
72655,47181,26484
72658,68184,28834
72660,52866,20842
72661,36963,27699
72662,55367,26792
72663,120412,11902
72666,120412,8390
72668,50656,8390
72669,47364,33133
72670,47364,33133
72672,32205,17533
72675,52586,34885
72677,33656,20621
72679,33656,20621
72680,73509,28912
72682,55910,28912
72683,41551,28912
72685,53404,22604
72686,53404,22604
72687,49822,23781
72701,92692,36009
72703,102560,50844
72704,104072,52495
72712,128630,68566
72714,93460,48713
72715,94055,52546
72717,49689,33476
72718,144002,59166
72719,82502,53806
72721,44623,98894
72722,65032,43571
72727,70223,32045
72729,61150,25151
72730,90673,37316
72732,85465,73403
72734,68287,65760
72736,93094,31228
72738,73088,30932
72739,77523,38797
72740,70018,56495
72742,57342,29071
72744,63045,25838
72745,84070,50621
72747,35028,50621
72749,35028,50621
72751,71181,37665
72752,45291,15942
72753,83426,38642
72756,81853,46080
72758,126054,59264
72760,68842,30310
72761,73283,35738
72762,94142,50772
72764,77340,38759
72768,81089,37398
72769,78241,54128
72773,74969,41248
72774,76432,33445
72776,52180,33128
72801,51348,31201
72802,81846,41586
72821,56046,24121
72823,64726,26779
72824,57340,46856
72826,57727,46856
72827,45950,46856
72828,45950,46856
72830,56861,37618
72832,50672,24655
72833,62379,31651
72834,64996,43458
72835,42854,18798
72837,70682,28608
72838,70682,28608
72839,34297,40518
72840,52718,17672
72841,22045,17672
72842,89201,31048
72843,90507,41932
72845,66073,27139
72846,60465,24993
72847,70537,29121
72851,55985,23641
72852,46302,23641
72853,69268,28740
72854,43284,16960
72855,54974,39695
72856,50092,48538
72857,57958,29362
72858,61826,54987
72860,44425,54987
72863,65619,37612
72865,57794,39224
72901,59603,32614
72903,89418,42632
72904,43539,24912
72908,94524,53582
72916,101791,48124
72921,72028,31811
72923,56732,32166
72926,45924,17017
72927,58544,28502
72928,77216,19808
72930,60788,19808
72932,57703,26964
72933,80176,30248
72934,54948,22520
72935,48113,33407
72936,74939,34528
72937,60103,56217
72938,66455,19450
72940,84589,28676
72941,67446,32819
72943,64940,29664
72944,54061,26356
72945,46783,29960
72946,61167,32881
72947,48774,26786
72948,57413,26786
72949,56743,23115
72950,53922,108775
72951,57412,34367
72952,55720,44832
72955,61434,44832
72956,68561,52001
72958,50431,26581
72959,77702,24908
73002,93519,33461
73003,100198,49752
73004,97025,32048
73005,66884,36304
73006,65222,39962
73007,208676,103897
73008,74375,38364
73009,78616,29959
73010,92453,43719
73011,66276,38600
73012,133982,77603
73013,142193,61930
73014,108018,49747
73015,58666,28224
73016,100218,42311
73017,57402,27123
73018,76438,35165
73019,76438,35165
73020,100703,48628
73021,71782,27845
73024,74692,26924
73025,182322,77873
73026,114376,50768
73027,85740,45222
73028,72100,47201
73029,70644,28563
73030,74840,34451
73032,67224,73374
73033,58558,36163
73034,150662,51412
73036,79878,40881
73038,70492,29676
73040,63585,34575
73041,86877,45245
73042,71739,38131
73043,57203,17169
73044,77375,40147
73045,88344,41523
73047,79052,38778
73048,88726,54327
73049,99297,51434
73050,56007,51434
73051,74641,34666
73052,78030,32851
73053,72522,32365
73054,93775,44468
73055,77470,40081
73056,84116,48869
73057,62185,42253
73058,105259,41650
73059,77314,38729
73061,102286,45963
73062,64038,32186
73063,63310,38958
73064,93415,55722
73065,97439,50778
73066,45444,28418
73067,93641,31647
73068,69541,55995
73069,80872,42008
73071,78235,38189
73072,115630,48865
73073,73996,38406
73074,60569,25604
73075,68860,32780
73077,75605,32824
73078,117815,48073
73079,72245,29900
73080,75970,57246
73082,77452,36196
73084,68006,28906
73086,78264,39822
73089,104796,49709
73090,110973,49894
73092,62274,45247
73093,96438,46274
73095,72714,33373
73096,85775,34591
73097,88948,34591
73098,66971,36208
73099,98034,57234
73102,141002,70063
73103,131466,56303
73104,111378,71481
73105,83970,41251
73106,76176,40656
73107,64053,42628
73108,37372,31448
73109,45530,31622
73110,55617,39256
73111,47407,28996
73112,79783,47691
73114,54582,40667
73115,59168,35538
73116,193196,77275
73117,49491,27165
73118,109421,58636
73119,44376,31105
73120,107421,53413
73121,85163,48775
73122,71341,38575
73127,51089,36452
73128,93395,62532
73129,43735,37001
73130,82741,46198
73131,158578,50960
73132,82634,43681
73134,90752,58049
73135,74010,53126
73139,61854,41433
73141,55182,34267
73142,129313,72754
73145,73104,72754
73149,45215,44139
73150,115500,63042
73151,229242,229775
73159,66620,39808
73160,84497,48106
73162,106678,55289
73165,113133,87201
73169,88575,51675
73170,113571,56533
73173,115154,125360
73179,120038,57518
73401,77988,37235
73425,21267,37235
73430,78580,34482
73432,67449,38899
73433,77067,59016
73434,62068,11573
73437,59756,11573
73438,66652,51436
73439,71605,35041
73440,58195,21152
73441,40991,20715
73442,90474,18419
73443,64544,30333
73444,99372,7881
73446,62638,53094
73447,63505,34845
73448,68521,37162
73449,80486,37076
73450,64345,36528
73453,83183,35683
73455,66793,20194
73456,54698,30196
73458,68869,36539
73459,58011,47080
73460,58232,22362
73461,55352,47283
73463,77407,55035
73481,57948,49653
73487,41123,17511
73491,70196,30783
73501,59826,31666
73503,62147,30808
73505,79222,48024
73507,87550,50620
73520,81429,35987
73521,65752,42186
73526,74232,40179
73527,111517,47310
73528,63718,28149
73529,66356,37154
73530,75054,26675
73531,60454,51256
73532,70895,37986
73533,74614,35274
73537,53170,24408
73538,102340,55404
73539,80453,65895
73540,68078,61900
73541,73999,34274
73542,63826,33675
73543,75145,32700
73544,100781,54405
73546,66705,28729
73547,76082,25656
73548,73380,25481
73549,65067,40942
73550,59673,33406
73551,55248,33406
73552,78111,36536
73553,113891,36536
73554,55478,25251
73555,58792,26003
73556,43622,26175
73557,96678,69723
73559,57304,39051
73560,53354,60536
73562,76358,61677
73564,94211,33434
73565,51852,26384
73566,58911,24768
73567,55500,23235
73568,54918,29702
73569,61315,30789
73570,64417,37542
73571,102108,37542
73572,66763,35596
73573,58461,28369
73601,73885,39600
73620,73432,84784
73622,54871,30896
73624,62543,53370
73625,87541,35049
73626,68315,28572
73627,92057,30149
73628,77909,43095
73632,80711,36604
73638,121744,30397
73639,47654,52196
73641,65758,30521
73642,88713,74165
73644,83326,43119
73645,75431,24257
73646,81990,120597
73647,79033,39552
73650,61104,37360
73651,52975,28622
73654,123115,54996
73655,63700,36029
73658,139676,72474
73659,70130,105495
73660,86128,27800
73661,67624,22897
73662,72920,32740
73663,80528,30336
73664,74794,42942
73666,83106,50217
73667,75741,44727
73669,80629,73514
73673,77540,31355
73701,58510,34895
73703,89928,43492
73705,89928,43492
73716,77532,25735
73717,87458,43835
73718,85799,28152
73719,72545,46950
73720,83592,43741
73722,162998,56784
73724,81797,43421
73726,62291,46762
73727,105008,17944
73728,110080,34601
73729,82907,61773
73730,90122,42563
73731,58097,57034
73733,93380,15075
73734,97161,49977
73735,87440,34410
73736,82318,25710
73737,76166,47872
73738,64232,33777
73739,71208,26640
73741,72642,49768
73742,83199,72490
73743,96607,54615
73744,86753,15633
73746,86753,15633
73747,100492,68524
73749,81998,46960
73750,96306,65111
73753,119472,33696
73754,70125,45848
73755,74656,41836
73756,91284,42646
73757,111295,18376
73758,83475,23885
73759,74545,49755
73760,54506,27636
73761,81388,31148
73762,93185,43263
73763,58715,35486
73764,90212,68060
73766,84380,42320
73768,87951,58104
73771,61037,50733
73772,84025,48596
73773,76604,38602
73801,86369,39219
73832,98319,45337
73834,79305,31084
73835,101192,31570
73838,82697,101625
73840,87217,31852
73841,66732,31688
73842,79624,38098
73843,59948,39720
73844,93101,34279
73848,73194,42346
73851,135061,26113
73852,82856,56637
73853,88052,66463
73855,62059,104971
73857,98362,95037
73858,64612,47862
73859,80366,35543
73860,74114,28216
73901,44971,28216
73931,77035,52358
73932,69915,35842
73933,80592,47065
73937,56868,37419
73938,57265,25376
73939,73352,38203
73942,70194,38792
73944,61999,37965
73945,73891,48138
73946,25078,48138
73947,61311,20548
73949,69655,35401
73950,78710,35717
73951,83991,36496
74001,45152,33076
74002,73867,31209
74003,60538,40860
74006,105027,46622
74008,118624,49985
74010,66076,29766
74011,107479,64855
74012,96764,51735
74014,93773,56241
74015,89594,48691
74016,63539,39619
74017,75307,36508
74019,93647,57248
74020,74467,30862
74021,91652,43855
74022,84020,36478
74023,71350,33327
74026,61521,34357
74027,62079,35567
74028,61687,22520
74029,78068,28965
74030,64792,31723
74032,65482,65970
74033,85583,46937
74034,46771,16647
74035,61225,26211
74036,78448,38281
74037,117016,60281
74038,67445,27012
74039,66159,31667
74041,79472,61389
74042,65675,28431
74044,69934,37606
74045,67598,26970
74046,48716,26970
74047,83777,36552
74048,58188,30745
74050,35721,23741
74051,84839,31868
74052,49780,28586
74053,98756,27987
74054,55008,25263
74055,105803,54720
74056,54742,32387
74058,72119,32585
74059,65549,37090
74060,45023,34057
74061,76815,28810
74062,83313,36348
74063,85037,40063
74066,80077,36726
74068,80077,36726
74070,81020,34314
74071,51565,10061
74072,70027,39389
74073,84614,32421
74074,102004,31151
74075,74389,34097
74078,74389,34097
74079,75735,30506
74080,87945,41271
74081,63463,34103
74082,84195,21680
74083,70175,36185
74084,56136,29571
74085,58091,27526
74103,373840,82799
74104,83284,44995
74105,136706,59068
74106,42300,28113
74107,64003,34658
74108,54071,66280
74110,39214,29302
74112,61041,42558
74114,147814,75893
74115,46099,31610
74116,54327,32559
74117,54327,32559
74119,121330,41111
74120,107358,56078
74126,49914,31446
74127,56698,34810
74128,59015,37597
74129,58121,44212
74130,49720,32289
74131,97360,34933
74132,118766,43886
74133,103183,50998
74134,83854,40171
74135,90308,46647
74136,96904,47532
74137,170173,58467
74145,69506,48116
74146,50240,34163
74301,66546,32535
74330,77351,36974
74331,69186,35274
74332,68878,51077
74333,50010,37233
74337,62844,41321
74338,56696,28520
74339,46398,24682
74340,57777,27626
74342,49503,23565
74343,56673,32036
74344,75052,42190
74346,55151,24702
74347,56996,40504
74349,49424,31447
74350,50022,26645
74352,64026,34177
74354,61712,31564
74358,41145,25696
74359,45431,26108
74360,59692,26108
74361,70573,39618
74363,65172,26673
74364,56594,29461
74365,61043,34287
74366,59672,29819
74367,69350,22851
74368,103152,20788
74369,58149,37622
74370,60038,37429
74401,57987,34026
74403,72839,34419
74421,74477,37040
74422,72366,39961
74423,66139,33113
74425,60411,52983
74426,60229,29856
74427,65841,70790
74428,78172,30572
74429,83272,41709
74430,69817,30397
74431,57026,32234
74432,67397,31250
74434,85316,28800
74435,74204,37494
74436,89063,35928
74437,62226,29758
74438,43236,74967
74441,62093,28390
74442,60709,39819
74445,68538,36918
74446,49876,29651
74447,60564,38877
74450,67026,24656
74451,66744,32728
74452,48837,14191
74454,74185,43756
74455,49773,25378
74456,92752,20013
74457,42799,51436
74458,64817,10313
74459,101013,23035
74460,42424,26448
74462,61938,27367
74463,49686,24367
74464,64233,31650
74467,64722,32505
74468,50175,38942
74469,56537,27743
74470,62699,42918
74471,64983,32240
74472,74218,30187
74477,74218,30187
74501,77598,36001
74521,71705,21700
74522,56849,32448
74523,74842,32064
74525,67245,33823
74528,101429,27538
74530,52833,29230
74531,81619,25497
74533,68161,23122
74534,60100,17214
74535,35889,16565
74536,60903,24910
74538,75439,42661
74540,52550,29100
74543,71613,53878
74546,49442,26471
74547,64839,35972
74549,72300,26400
74552,65127,25231
74553,62814,31411
74554,53435,35702
74555,62463,24571
74556,64476,28697
74557,52529,34163
74558,46060,27780
74560,52823,36755
74561,69647,32955
74562,68386,44129
74563,74513,26287
74565,72644,29541
74567,54415,24140
74569,67854,31394
74570,64773,23816
74571,63631,31754
74572,52647,31472
74574,58226,34847
74576,82988,85096
74577,47231,27733
74578,62030,52018
74601,60339,39573
74604,91955,38568
74630,64183,21659
74631,65510,47989
74632,80916,27388
74633,58361,27327
74636,75293,53660
74637,72389,25652
74640,73344,68355
74641,69352,45058
74643,95032,57688
74644,78382,48607
74646,78832,55117
74647,66259,39981
74650,69145,27184
74651,75914,26223
74652,70689,31649
74653,68462,35847
74701,73798,36918
74720,59605,22345
74722,61483,22345
74723,66284,41086
74724,52184,23442
74726,67075,24905
74727,57347,28250
74728,55165,27287
74729,60548,30113
74730,66308,37899
74731,63465,36265
74733,68856,42808
74734,62871,21128
74735,63536,29447
74736,50164,26623
74738,52026,21028
74740,55318,29369
74741,73150,61439
74743,63749,25936
74745,53895,26078
74747,40558,18101
74748,60471,32949
74750,40018,23147
74753,40018,23147
74754,75581,16981
74755,36303,16981
74756,72277,49308
74759,55791,30686
74760,62119,17563
74761,49058,18435
74764,74154,39385
74766,55307,25222
74801,61400,30367
74804,82346,40075
74820,78468,36268
74824,70146,28847
74825,77198,32269
74826,59352,24604
74827,57039,18333
74829,42264,17853
74830,53811,30739
74831,60774,25830
74832,54429,31639
74833,62262,28704
74834,75805,49359
74836,62998,27220
74837,43106,30508
74839,54625,22574
74840,72524,38649
74842,56883,38649
74843,57893,30970
74844,69355,30688
74845,57115,34491
74848,69842,26130
74849,57937,28701
74850,58642,40223
74851,76361,33166
74852,81370,24928
74854,58462,31685
74855,81667,32477
74856,88261,87854
74857,85269,51343
74859,57027,27091
74860,58741,30225
74864,80834,30472
74865,72367,31511
74867,57491,24084
74868,65598,30811
74869,71174,33014
74871,74819,29961
74872,62259,26447
74873,70451,36174
74875,65176,36536
74878,60364,40726
74880,60238,27097
74881,68818,28290
74883,75878,25076
74884,55119,27297
74901,47337,23571
74902,60282,28370
74930,58119,24468
74931,64161,21957
74932,62755,27136
74935,51652,43294
74936,58376,33411
74937,50957,29673
74939,45584,28946
74940,66457,21971
74941,67362,26848
74942,55210,23621
74943,46517,24830
74944,61538,22368
74945,52133,17190
74946,40200,21616
74948,58794,39013
74949,44161,47005
74951,45985,25076
74953,69259,34776
74954,61207,29816
74955,50520,31638
74956,66492,27055
74957,59192,29349
74959,65325,32009
74960,50035,24777
74962,53418,25949
74963,72782,26229
74964,55388,21500
74965,56280,24402
74966,70139,30828
75001,101661,79637
75002,134590,82470
75006,86806,65724
75007,108933,68704
75009,140397,78054
75010,124200,69209
75013,173672,83738
75019,172097,72691
75020,80025,39049
75021,79078,36071
75022,206469,114963
75023,116755,65492
75024,156390,80096
75025,157194,80228
75028,150582,80023
75032,145067,68317
75034,176262,78203
75035,158786,89282
75038,86255,59248
75039,136842,97679
75040,78092,49625
75041,62381,57127
75042,61627,46994
75043,81087,49173
75044,98305,66699
75048,110381,77596
75050,74516,50731
75051,56723,32620
75052,93139,57954
75054,139861,72898
75056,138980,71069
75057,68513,62536
75058,131141,37390
75060,69107,48749
75061,62589,46405
75062,74503,54260
75063,132074,79441
75065,101440,61335
75067,87970,53825
75068,116396,66743
75069,103022,48317
75070,135081,72423
75071,125624,63966
75074,95319,62903
75075,111951,62432
75076,95772,42239
75077,145021,73473
75078,181914,99717
75080,118396,57474
75081,98954,67863
75082,161754,91644
75087,125383,57540
75088,113014,57101
75089,116828,80464
75090,56957,37720
75092,89145,46529
75093,191101,86657
75094,150596,121375
75098,109222,66892
75101,58586,23459
75102,64218,34288
75103,85366,39567
75104,94977,51786
75105,56759,18277
75109,94007,42183
75110,71987,37730
75114,94716,35246
75115,92287,53533
75116,66410,39422
75117,79981,37989
75119,82029,38748
75124,76748,30078
75125,66988,48363
75126,107539,56602
75127,58936,27687
75132,91555,77979
75134,65663,38000
75135,87551,41539
75137,84207,47543
75140,68546,25763
75141,58624,53362
75142,78564,38611
75143,69928,38872
75144,68192,32799
75146,76499,47119
75147,69133,88096
75148,51203,28083
75149,63245,40569
75150,71372,46347
75152,71904,84107
75153,68060,78944
75154,94552,53994
75155,62933,38007
75156,76330,40035
75157,71591,23388
75158,89710,41317
75159,72641,39258
75160,76791,45499
75161,75272,28930
75163,63763,39963
75164,71432,37209
75165,93083,50107
75166,120139,65849
75167,115686,70109
75169,75828,40276
75172,45205,37668
75173,94624,49538
75180,60281,35755
75181,97603,53478
75182,161887,85895
75189,101622,75607
75201,185165,120274
75202,129678,96369
75203,49912,45928
75204,123911,96806
75205,372344,100291
75206,140593,74722
75207,182096,97854
75208,95301,70502
75209,207823,97294
75210,36671,23781
75211,55416,39849
75212,45063,31516
75214,196731,78886
75215,43704,36814
75216,44107,23830
75217,48227,30594
75218,149298,69061
75219,178126,98788
75220,95872,65851
75223,73406,46451
75224,57202,42712
75225,356143,140671
75226,55536,56860
75227,52277,40934
75228,62627,42281
75229,175671,92025
75230,270446,76269
75231,77656,46119
75232,56020,32071
75233,63890,36941
75234,96747,67552
75235,66907,49788
75236,61885,38569
75237,39098,26092
75238,120120,55233
75240,75514,62133
75241,49881,26456
75243,72472,45710
75244,165069,79441
75246,70957,36884
75247,70957,28546
75248,159902,80003
75249,70644,52486
75251,58345,79550
75252,146342,53572
75253,52187,34285
75254,104977,64412
75270,104977,64412
75287,105110,55764
75390,105110,55764
75401,58128,31592
75402,85921,69412
75407,88337,40226
75409,89832,74102
75410,82028,37005
75411,71520,44503
75412,68602,28176
75413,55881,43848
75414,83211,51867
75415,81789,51867
75416,71313,24484
75417,66138,27268
75418,78182,35946
75420,88933,56835
75421,63542,73779
75422,84652,38739
75423,84821,49727
75424,98831,68954
75426,49604,30686
75428,71132,29908
75431,67061,22478
75432,74489,35643
75433,87357,34211
75435,52099,29218
75436,64063,26115
75437,85603,24841
75438,88605,41756
75439,81968,34230
75440,82738,43206
75441,47726,43206
75442,88581,40761
75446,58441,33993
75447,109175,43125
75448,66299,17572
75449,57912,28200
75450,67688,28200
75451,68628,23213
75452,75273,31406
75453,72416,32631
75454,121864,80925
75455,65126,37181
75457,83744,29983
75459,79081,43565
75460,57123,28362
75462,93858,38808
75468,54981,38808
75469,48801,31471
75470,47314,26641
75471,118582,24294
75472,66899,29786
75473,86589,32192
75474,69325,35276
75475,35958,28495
75476,79730,17918
75477,78335,17748
75478,76687,27417
75479,73386,30559
75480,76690,37886
75481,62577,30925
75482,77504,43073
75486,73106,23544
75487,72520,36427
75488,60798,24085
75489,71994,33474
75490,78941,67037
75491,95052,40729
75492,73930,51174
75493,48913,51174
75494,68621,26460
75495,111873,32272
75496,80312,32620
75497,90503,43425
75501,66029,34397
75503,109390,47792
75550,65031,26091
75551,65445,34172
75554,70087,29165
75555,89658,34887
75556,60548,25983
75558,54303,95669
75559,78549,43276
75560,57811,39271
75561,65787,29095
75562,43435,29095
75563,61797,23749
75565,69892,19689
75566,61419,25845
75567,73559,38822
75568,55490,30542
75569,47482,30583
75570,70973,41290
75571,72976,33273
75572,69264,40998
75573,75583,40998
75574,68532,41177
75601,74954,37421
75602,65878,32977
75603,81800,38692
75604,78354,43629
75605,105122,50291
75630,78204,24887
75631,80550,33463
75633,80648,43941
75638,66406,41933
75639,49679,56873
75640,71856,35473
75641,63400,12517
75642,63400,12517
75643,74083,63786
75644,73631,32422
75645,82900,44158
75647,70457,46267
75650,89579,48663
75651,78072,21451
75652,76576,36783
75654,77580,29722
75656,63027,23540
75657,70769,46190
75661,94172,43955
75662,72583,44132
75667,88868,26698
75668,60804,18844
75669,80882,26514
75670,60994,30254
75672,81447,37143
75681,75409,55032
75682,93317,40894
75683,67998,20993
75684,70713,39643
75686,65304,33599
75691,68516,57781
75692,63011,44173
75693,85477,31085
75701,84067,41521
75702,50928,28143
75703,108721,50341
75704,52187,32778
75705,71379,32411
75706,72325,34941
75707,99752,49472
75708,49705,30619
75709,90621,68265
75750,86439,46773
75751,76090,35256
75752,69814,36669
75754,80270,54035
75755,73650,52029
75756,84618,76981
75757,97866,40202
75758,83832,28047
75759,44856,11119
75760,77756,26728
75762,115950,40549
75763,76776,39566
75764,69754,30556
75765,70801,33330
75766,67180,35143
75770,101218,37512
75771,86548,55980
75773,90243,34358
75778,85854,31531
75779,59218,31531
75780,70392,31531
75783,73072,39696
75784,59138,22067
75785,66475,37245
75788,66475,37245
75789,72685,33206
75790,85563,43999
75791,87994,51188
75792,67928,31465
75801,59827,30891
75803,65340,34365
75831,67864,34690
75832,67864,34690
75833,82370,170788
75835,54542,29771
75838,76064,51078
75839,57546,28005
75840,89280,32557
75844,63758,28740
75845,60140,27885
75846,56691,81089
75847,53880,31234
75848,43806,27350
75849,31348,27350
75850,71648,38772
75851,62936,24401
75852,76333,40969
75853,78166,30964
