zipcode,population_2,density
55953,803,8.8
55954,1340,7.1
55955,2596,29.3
55956,2062,14.6
55957,773,7.3
55959,2049,21.7
55960,3218,35.5
55961,533,6.9
55962,784,4.8
55963,5915,28.3
55964,4494,19.5
55965,2308,8.2
55967,1087,11.5
55968,140,33.7
55969,1061,14.1
55970,1024,6.5
55971,2794,12.8
55972,5330,23.3
55973,232,3
55974,2236,10.5
55975,4595,11.1
55976,8452,35.8
55977,182,2.9
55979,1116,7.3
55981,3665,27.8
55982,547,7.6
55983,1669,17.1
55985,1758,8.5
55987,34133,83.8
55990,977,8.7
55991,1549,11.1
55992,5593,29.7
56001,50206,169.3
56003,15471,135.8
56007,21639,49.4
56009,1428,5.7
56010,1152,5.4
56011,9488,35.8
56013,4546,10.4
56014,653,3.3
56016,893,13.4
56017,1756,23.3
56019,757,2.9
56020,89,545.7
56021,1068,11.5
56022,67,188.7
56023,528,3.6
56024,3503,72.9
56025,504,3.8
56026,1872,7
56027,578,3.5
56028,1055,22.8
56029,582,5.3
56030,23,466.9
56031,11948,29.5
56032,343,43.1
56033,402,4.5
56034,357,4.9
56035,400,284
56036,1802,5.9
56037,1570,8.2
56039,948,4
56041,1056,5.6
56042,797,5.8
56043,451,8.4
56044,2100,9.8
56045,897,11.9
56046,146,28.6
56048,4304,13.6
56050,1316,22
56051,729,9.6
56052,589,4.5
56054,1032,7.4
56055,3910,12.8
56056,70,26.5
56057,4039,18.3
56058,5992,18.3
56060,482,5.2
56062,3346,10.4
56063,2877,27.7
56065,2684,8.9
56068,928,5.5
56069,4795,26
56071,13104,58.9
56072,2149,6.9
56073,17381,33.5
56074,1895,9.4
56075,153,1104.4
56078,530,8
56080,739,645.7
56081,6096,13.3
56082,14176,44.1
56083,811,3.2
56085,5219,9.8
56087,3087,8.2
56088,2039,6.3
56089,271,19.1
56090,638,5.7
56091,277,5.9
56093,12740,27.3
56096,2701,18.7
56097,3634,8
56098,2005,6.9
56101,6127,13.7
56110,1623,5.7
56111,387,2.8
56113,243,2.4
56114,356,2.8
56115,1305,4.1
56116,665,5.8
56117,376,6.2
56118,494,3.6
56119,1039,4.3
56120,961,3.7
56121,578,6
56122,598,4.2
56123,375,2.1
56125,48,74.5
56127,498,3.5
56128,2039,6.8
56129,834,6.8
56131,2210,5
56132,481,3.2
56134,391,3
56136,1300,4.4
56137,1061,3.6
56138,1025,12.1
56139,447,3.5
56140,68,277.2
56141,312,2.9
56142,964,4.1
56143,4501,9.2
56144,1095,3.5
56145,429,3.3
56146,70,27.2
56147,191,2.5
56149,1145,4
56150,2755,6.1
56151,707,2.9
56152,1380,3.9
56153,157,22.2
56155,519,4.5
56156,6267,14.5
56157,724,6.4
56158,334,3.5
56159,2619,8
56160,245,4.6
56161,349,4.7
56162,237,4
56164,5632,9
56165,343,3.4
56166,209,2.4
56167,659,4.9
56168,751,3
56169,667,4.7
56170,601,3.7
56171,1605,6.9
56172,3014,10
56173,256,4.1
56174,383,3.7
56175,2991,8.5
56176,1004,6.2
56178,1790,8.2
56180,1117,3.7
56181,1259,7.8
56183,1325,5.4
56185,528,4.7
56186,391,2.4
56187,15401,35.3
56201,24502,80.1
56207,220,1.7
56208,2054,4
56209,2476,9.5
56210,18,38.6
56211,488,1.9
56212,531,2.6
56214,648,3.9
56215,4652,8.5
56216,696,7.1
56218,469,1.8
56219,1090,4.7
56220,2655,3.7
56221,771,2.1
56222,2203,9
56223,1396,4.6
56224,326,3.5
56225,661,2.5
56226,221,2.4
56227,285,2
56228,901,6.1
56229,1793,6.8
56230,779,4.8
56231,382,1.6
56232,2390,6.5
56235,518,2.4
56236,366,1.3
56237,585,3.6
56239,643,9.5
56240,876,2.3
56241,3700,9.8
56243,1860,7.7
56244,1666,4.9
56245,676,5.7
56248,770,2.2
56249,310,1.8
56251,854,9.8
56252,1199,6.2
56253,936,3.4
56255,391,4
56256,2257,3.8
56257,548,2.3
56258,15749,31.4
56260,966,3.8
56262,706,3.9
56263,452,3.4
56264,2110,6.3
56265,7533,11
56266,1485,5.8
56267,6805,13.5
56270,1178,9.4
56271,1325,3.4
56273,5055,20.2
56274,232,1.1
56276,197,1.4
56277,3191,11.1
56278,2756,7.9
56279,1197,7.5
56280,482,2.7
56281,650,19.4
56282,1458,5.2
56283,6400,13.9
56284,2145,6.1
56285,1102,4.3
56287,76,66.1
56288,4614,36.5
56289,670,5
56291,423,2.5
56292,632,4.3
56293,1220,5.6
56294,99,147.5
56295,312,5.3
56296,1806,2.9
56297,827,4.7
56301,35453,178.7
56303,24803,873.7
56304,16619,105.8
56307,5337,19.5
56308,25941,64.3
56309,1396,9.4
56310,5383,29
56311,738,3.9
56312,2437,5.5
56313,83,221.9
56314,1355,12.3
56315,1872,10.5
56316,1417,4.1
56318,1010,9.7
56319,1301,12.4
56320,8223,62.2
56321,1631,993.7
56323,568,5.1
56324,1138,7.6
56325,193,467.1
56326,1802,7.3
56327,824,6.6
56328,163,30.4
56329,7771,15.6
56330,1712,16.7
56331,2265,12.6
56332,1622,12
56334,5819,11
56335,252,136.5
56336,1598,12.7
56338,1632,3.7
56339,1035,6.6
56340,2281,17.3
56342,2570,5.1
56343,920,5.1
56345,14991,22.4
56347,8090,16
56349,786,7.3
56350,384,0.7
56352,5876,20.7
56353,9472,19.3
56354,1390,12.7
56355,638,9.6
56356,278,65
56357,1356,14.3
56358,3204,9.9
56359,3567,8.1
56360,3697,10.8
56361,2594,6.3
56362,5295,13.6
56363,230,79.9
56364,5816,9.4
56367,7089,26.9
56368,4149,22.7
56369,560,381.5
56371,109,87.1
56373,3114,12.1
56374,9895,57.5
56375,817,83.6
56376,316,158.4
56377,20592,355.5
56378,8245,15.7
56379,17106,73.9
56381,2310,6.2
56382,1337,7.7
56384,313,119.8
56385,909,4.8
56386,693,15
56387,7722,333.2
56389,93,51.9
56401,30827,36.9
56425,8547,180.8
56431,8834,7.4
56433,1562,5.5
56434,242,6.3
56435,2814,6.9
56437,1376,8
56438,2736,7.5
56440,1366,9.4
56441,3876,16.8
56442,2751,30.2
56443,1391,4.2
56444,3221,24
56446,1842,7.3
56447,720,3.3
56448,430,3.6
56449,1976,8.5
56450,1014,14.9
56452,1848,7.5
56453,768,5.6
56455,1653,26
56458,405,7.3
56461,3188,4.3
56464,4821,7.2
56465,2167,21.7
56466,2871,5.7
56467,2705,8.4
56468,4220,32.7
56469,1006,1.5
56470,10595,10.7
56472,8424,21
56473,3238,13.9
56474,4430,7.4
56475,1671,10.3
56477,2811,4.3
56479,4760,9.2
56481,2406,6.6
56482,7407,21
56484,3202,13.5
56501,17849,36.9
56510,2336,4
56511,1943,11.8
56514,3895,7.1
56515,2730,11
56516,331,1.5
56517,273,1.1
56518,395,8.2
56519,277,1.1
56520,3947,12.1
56521,772,4.8
56522,452,1.2
56523,432,2.1
56524,697,6
56525,78,25.7
56527,946,6.7
56528,1758,11
56529,4585,479.6
56531,1896,4.8
56533,299,8.3
56534,1321,7.9
56535,1263,5.5
56536,324,1.3
56537,19449,26.5
56540,1909,4.2
56541,58,5.6
56542,2516,5.4
56543,256,1.5
56544,5573,10.9
56545,638,1.6
56546,212,1.3
56547,2939,7.5
56548,729,4.1
56549,4931,9.2
56550,308,2.4
56551,2131,7.8
56552,534,4.4
56553,202,1.2
56554,2740,9.2
56556,1227,4.6
56557,2834,4.7
56560,43302,106.2
56562,527,2966.1
56563,1644,4088.3
56565,125,1.6
56566,683,19.9
56567,3264,8.5
56568,133,1.7
56569,1243,3
56570,1143,4.5
56571,1833,15.3
56572,5832,13.1
56573,6532,18.3
56574,271,1.5
56575,644,1.8
56576,865,8.3
56578,770,5.4
56579,1115,2.2
56580,1220,7.4
56581,261,2.5
56583,170,0.9
56584,1356,3.9
56585,1074,3.3
56586,1882,9.9
56587,1228,8.9
56588,420,3.4
56589,1896,3
56590,377,1.8
56591,641,92.2
56592,472,3.1
56594,451,1.9
56601,34176,35.6
56621,4475,5.4
56623,2743,2.4
56626,221,0.9
56627,222,0.1
56628,1580,1.8
56629,172,0.2
56630,2110,2.6
56633,4895,8.7
56634,1775,5.7
56636,5119,4.5
56637,161,2.4
56639,407,0.5
56641,402,4.9
56644,652,2.6
56646,421,2.2
56647,838,4.1
56649,9066,12.3
56650,989,2.1
56651,574,3.1
56652,474,2.8
56653,1247,1.1
56654,87,0.3
56655,1420,5.7
56657,177,1.3
56658,0,0
56659,172,2
56660,246,0.7
56661,990,1
56662,510,3.2
56663,149,1.4
56666,1169,10.6
56667,838,3.3
56668,177,333.7
56669,220,0.3
56670,1218,16.7
56671,3069,3.7
56672,1931,1.9
56673,510,1
56676,1686,3
56678,1706,5.2
56680,104,1.8
56681,263,0.6
56683,579,3.8
56684,377,1.2
56685,120,0.4
56686,937,1.9
56688,138,0.5
56701,12956,13.1
56710,448,3.9
56711,5,0
56713,953,2
56714,1193,2.3
56715,283,1.9
56716,9118,10.8
56720,8,0.4
56721,10827,21.7
56722,365,1
56723,874,2.8
56724,144,0.4
56725,914,0.8
56726,1661,2.4
56727,892,0.6
56728,1209,2.5
56729,124,1.1
56731,112,1.1
56732,1038,2.5
56733,378,1
56734,608,1.4
56735,703,0.7
56736,775,2.7
56737,766,1.2
56738,1411,3
56742,882,3.1
56744,530,2.1
56748,583,2.6
56750,2322,3.8
56751,5716,4.7
56754,536,5.4
56755,64,0.6
56756,664,2
56757,878,1.4
56758,298,1.1
56759,318,0.7
56760,463,2.1
56761,411,1.6
56762,2431,2.8
56763,5203,7.6
57001,1583,6.2
57002,1439,8.7
57003,1911,14.5
57004,3919,7.8
57005,12192,96.2
57006,22749,57.9
57007,2629,3058.4
57010,510,3.1
57012,1019,4.7
57013,4429,12.9
57014,1723,4.9
57015,783,6.1
57016,758,11
57017,1354,4.8
57018,1503,6.8
57020,1702,36.8
57021,459,5.9
57022,5876,16
57024,521,6.9
57025,2933,9.1
57026,1583,3.4
57027,138,5.6
57028,3194,6.1
57029,2521,5.1
57030,2845,8.3
57031,729,7.2
57032,8227,65
57033,5906,18.9
57034,863,4.4
57035,1076,4.8
57036,702,2.9
57037,1040,3.9
57038,1603,12.2
57039,3752,15.8
57040,296,1.6
57041,75,9.2
57042,8186,16.4
57043,1414,4.8
57045,1129,3.6
57046,800,6.1
57047,288,7.5
57048,1286,3.8
57049,7476,203.7
57050,340,3.3
57051,222,1.1
57052,255,1.1
57053,2112,5.7
57054,544,1.8
57055,1252,28.7
57057,271,3.3
57058,2000,4.9
57059,1218,3.2
57061,163,171.1
57062,2460,9.5
57063,874,3.6
57064,6995,105.4
57065,328,4.2
57066,1484,5
57067,257,1.8
57068,1670,14
57069,12682,28.9
57070,1296,5.6
57071,3161,10.2
57072,701,3.6
57073,508,2.8
57075,1022,4.9
57076,410,1.5
57077,1285,11.1
57078,20052,69.6
57103,36574,1491.9
57104,26117,331.9
57105,22916,1176.7
57106,49337,629.4
57107,10402,85.9
57108,30152,383
57110,19327,357.3
57117,5,20.5
57197,953,4383.9
57201,25930,31.4
57212,2134,3.6
57213,407,3.3
57214,137,9.5
57216,1328,8.4
57217,230,1.1
57218,338,1.9
57219,506,1.1
57220,860,3
57221,987,3.2
57223,1354,4.2
57224,161,1.3
57225,1770,2.4
57226,1815,3.7
57227,400,3.5
57231,1800,2.8
57232,411,2.1
57233,262,2.8
57234,1252,4.7
57235,881,2.6
57236,131,0.9
57237,691,2.7
57238,415,2.2
57239,336,2.9
57241,976,3.7
57242,453,2
57243,548,1.8
57245,178,276.6
57246,138,1.8
57247,199,1
57248,1114,6.3
57249,879,2.3
57251,185,1.5
57252,4945,11.6
57255,390,1.4
57256,176,1.5
57257,672,3.4
57258,138,0.4
57259,680,2
57260,1093,2.6
57261,266,1.5
57262,5495,6.3
57263,480,1.7
57264,235,2.1
57265,181,0.8
57266,583,1.8
57268,471,2.8
57269,163,0.7
57270,755,1.8
57271,227,1.4
57272,210,1.9
57273,1128,2.5
57274,2744,2.8
57276,1102,3.5
57278,1052,2.6
57279,994,2.7
57301,18643,30.2
57311,1682,3.4
57312,721,2.1
57313,1175,2.5
57314,668,1
57315,1164,3.5
57317,669,1.6
57319,916,2.4
57321,431,1.5
57322,292,0.7
57323,235,0.7
57324,423,1.9
57325,3152,4.2
57328,1148,2.8
57329,334,2.5
57330,501,1.7
57331,383,2.2
57332,860,3.3
57334,927,3.4
57335,213,0.8
57337,96,0.4
57339,1419,10.1
57340,208,1.1
57341,139,0.2
57342,311,0.8
57344,83,0.9
57345,1158,0.7
57346,44,61.5
57348,784,1.1
57349,1414,2.3
57350,15785,20.8
57353,786,1
57354,19,6.3
57355,1389,1.4
57356,2365,5.4
57358,14,5.6
57359,595,1.5
57361,211,32.9
57362,1835,1.5
57363,1033,2.1
57364,5,1.8
57365,554,3.4
57366,2482,4.4
57367,280,22.8
57368,1174,2
57369,2506,2.1
57370,771,1.4
57371,130,0.2
57373,403,0.7
57374,310,1.5
57375,571,1.6
57376,871,2.2
57379,86,0.6
57380,3472,4.8
57381,496,0.6
57382,1115,1
57383,834,1.3
57384,1078,2.1
57385,1311,2.2
57386,335,1.9
57401,32474,45
57420,140,1.2
57421,96,1.1
57422,175,0.6
57424,215,0.5
57426,25,1.6
57427,422,2.7
57428,556,1.1
57429,72,2
57430,1867,2.1
57432,320,1.1
57433,386,1.2
57434,546,0.7
57435,286,0.8
57436,531,1.1
57437,1384,1
57438,1131,1
57439,28,27.1
57440,533,1.4
57441,514,0.7
57442,2192,1.4
57445,1811,2.8
57446,718,1.8
57448,454,1.1
57449,258,1.2
57450,519,1
57451,2416,2.2
57452,241,0.4
57454,806,2.1
57455,161,0.5
57456,753,0.8
57457,84,0.2
57460,307,1
57461,351,1.2
57465,434,1.1
57466,161,0.5
57467,451,0.9
57468,358,1.9
57469,3155,4.1
57470,59,0.2
57471,529,0.6
57472,999,1.4
57473,328,0.7
57474,177,0.8
57475,115,0.4
57476,422,1.1
57477,169,0.6
57479,591,4.7
57481,427,0.9
57501,17169,11.8
57520,139,0.3
57521,242,0.2
57522,586,1.3
57523,1022,1.6
57528,1018,1.9
57529,341,0.5
57531,74,0.1
57532,2968,0.9
57533,1675,1.7
57534,160,0.3
57536,390,0.4
57537,127,0.2
57538,245,0.8
57540,162,0.3
57541,149,0.4
57543,858,0.7
57544,446,0.7
57547,134,0.2
57548,1649,6.7
57551,2272,1.2
57552,677,0.3
57553,134,0.2
57555,3670,4.2
57559,685,0.6
57560,588,1.3
57562,116,0.4
57563,161,2.1
57564,818,0.7
57566,803,2
57567,1079,0.4
57568,586,0.6
57569,235,0.3
57570,2397,19.5
57571,15,0.5
57572,1711,2.9
57574,137,0.3
57576,120,0.2
57577,1243,2.2
57579,1212,0.7
57580,4200,1.6
57584,47,0.2
57585,118,0.1
57601,3656,3.3
57620,568,0.6
57621,308,38.8
57622,334,1.4
57623,870,0.5
57625,3982,1.2
57626,769,0.2
57630,33,0.1
57631,392,1.2
57632,765,1.5
57633,415,0.2
57634,152,0.3
57636,95,1.8
57638,1803,0.7
57639,366,71.4
57640,87,0.1
57641,301,0.2
57642,1937,1.1
57644,261,0.1
57645,127,0.2
57646,259,0.8
57648,381,0.6
57649,291,0.2
57650,14,0.1
57651,127,0.1
57652,383,0.7
57656,827,0.8
57657,215,0.4
57658,413,2.5
57659,3,0.1
57660,92,0.2
57661,263,3.6
57701,45149,333.8
57702,33678,45.5
57703,16785,49.9
57706,2204,138.7
57714,957,2.3
57716,574,1.3
57717,8184,2.3
57718,7641,111
57719,10731,24.7
57720,644,0.2
57722,143,0.1
57724,236,0.3
57725,261,0.9
57730,5918,4.4
57732,1869,5.7
57735,1488,0.6
57737,0,0
57738,226,0.5
57741,145,340.6
57744,2135,1.7
57745,1921,1.9
57747,5563,4.2
57748,279,0.3
57750,114,0.1
57751,963,8.4
57752,2283,2
57754,3520,5.1
57755,139,0.2
57756,564,3.3
57758,125,0.1
57759,404,2.9
57760,994,0.4
57761,1587,1.4
57762,479,1.7
57763,367,0.4
57764,1907,2.7
57766,169,0.5
57767,175,0.5
57769,3933,11.2
57770,6008,12
57772,1684,1.3
57773,254,16.4
57775,286,0.4
57776,0,0
57779,268,2.5
57780,47,0
57782,32,0.2
57783,16394,29.7
57785,10161,6.9
57787,659,0.4
57788,624,1
57790,1100,0.6
57791,204,0.3
57792,172,0.4
57793,1976,5
57794,630,4.8
57799,626,1284.6
58001,260,70.9
58002,0,0
58004,308,2.3
58005,926,3.5
58006,500,3.9
58007,81,0.6
58008,197,1.4
58009,20,0.2
58011,458,1.6
58012,2750,14.5
58013,123,0.7
58015,231,4.3
58016,239,1.4
58017,284,0.6
58018,525,2.8
58021,515,3.1
58027,1379,2.9
58029,53,0.5
58030,663,1.9
58031,425,1.1
58032,683,2.4
58033,557,1.5
58035,226,1
58036,297,1.4
58038,236,1.1
58040,1105,5.7
58041,1674,3.3
58042,1314,11.7
58043,172,1.1
58045,2061,3.8
58046,650,1.1
58047,4350,23.9
58048,447,1.5
58049,282,0.8
58051,1731,6
58052,556,1.4
58053,1197,2
58054,3118,4.2
58056,122,0.6
58057,228,1
58058,110,1.9
58059,1490,5.1
58060,1159,1.8
58061,267,1.5
58062,168,1.3
58063,419,1.3
58064,522,1.1
58065,9,0.8
58067,270,1.8
58068,362,1.3
58069,132,0.8
58071,398,1.4
58072,7897,9.3
58074,41,16.7
58075,9163,15.1
58076,312,1664.6
58077,755,2.1
58078,38448,372.8
58079,394,1.1
58081,869,1.9
58102,30980,378.1
58103,50019,1685.9
58104,44073,606.7
58105,2302,3741.6
58201,42977,240.3
58202,2655,2371.7
58203,15807,88.8
58204,1960,620.9
58205,718,44.1
58210,274,0.7
58212,398,0.7
58214,378,1.9
58216,205,1.1
58218,804,2.6
58219,64,4.2
58220,2174,4.8
58222,255,1.4
58223,100,0.5
58224,11,0.3
58225,961,1.6
58227,566,1.9
58228,738,2.7
58229,67,0.3
58230,672,1.5
58231,347,1.1
58233,268,1
58235,550,2.7
58236,46,1.8
58237,5104,7.9
58238,88,0.4
58239,15,0.1
58240,1239,3.4
58241,233,1.5
58243,561,2.5
58244,40,0.6
58249,2391,2.1
58250,202,0.8
58251,1975,4.2
58254,495,1.7
58255,0,0
58256,780,3.5
58257,2207,6.8
58258,248,3.2
58259,478,1.2
58260,219,0.7
58261,1295,3
58262,83,1.9
58265,510,2.3
58266,130,0.4
58267,1341,2.2
58269,199,1.2
58270,1993,5
58271,590,2.3
58272,209,0.7
58273,169,1
58274,999,2.9
58275,749,2.5
58276,460,1.6
58277,168,0.8
58278,2056,7.5
58281,76,0.2
58282,1244,2.2
58301,10256,14.4
58310,0,0
58311,70,0.3
58313,70,122.4
58316,6028,23.2
58317,196,0.5
58318,4067,5.3
58321,98,0.3
58323,86,0.4
58324,1456,2.3
58325,75,0.3
58327,291,0.6
58329,2820,5.4
58330,496,1
58331,144,0.5
58332,241,0.4
58335,1387,19.1
58338,108,0.5
58339,18,0.2
58341,2544,2.3
58343,32,0.2
58344,989,1.8
58345,185,0.6
58346,490,1
58348,762,1.1
58351,316,0.7
58352,419,0.7
58353,100,0.6
58355,49,0.8
58356,1698,2.4
58357,634,1.9
58361,282,0.8
58362,0,0
58363,79,0.5
58365,143,0.3
58366,925,1.3
58367,1677,3.4
58368,3428,2.1
58369,985,4.5
58370,1252,9.2
58372,128,0.4
58374,684,1.1
58377,292,0.5
58379,246,14
58380,428,1.1
58381,350,0.8
58382,102,0.3
58384,323,0.3
58385,229,0.8
58386,71,0.2
58401,17501,15.8
58402,239,2246
58405,603,1409.5
58413,1041,0.8
58415,191,1.2
58416,381,0.7
58418,356,0.6
58420,291,0.7
58421,2866,2.8
58422,93,0.3
58423,50,0.2
58424,359,0.8
58425,1326,2.5
58426,228,0.7
58428,215,0.6
58429,275,0.9
58430,139,0.6
58431,111,0.6
58433,1171,1.4
58436,1698,2
58438,881,2.1
58439,108,0.2
58440,159,0.3
58441,433,1.1
58442,462,0.8
58443,176,0.7
58444,164,0.4
58445,270,1.4
58448,295,0.8
58451,101,0.3
58452,52,42.3
58454,386,0.6
58455,413,1
58456,694,1.2
58458,1107,2.3
58460,162,0.3
58461,440,0.8
58463,577,0.6
58464,241,0.7
58466,480,1.1
58467,790,1.3
58472,405,0.9
58474,2677,2.7
58475,143,0.4
58476,382,0.7
58477,161,0.5
58478,120,0.3
58479,147,0.7
58480,204,0.7
58481,269,0.7
58482,933,1.8
58483,345,0.9
58484,103,0.7
58486,158,0.4
58487,568,1
58488,115,0.2
58490,245,0.8
58492,453,1.3
58494,399,0.4
58495,1185,1.3
58496,135,0.2
58497,159,0.6
58501,28676,485.5
58503,36745,104.6
58504,29071,108.6
58505,0,0
58520,236,0.4
58521,679,1.6
58523,3321,5.2
58524,98,0.3
58528,693,4.5
58529,755,0.7
58530,1211,1.4
58531,350,1.1
58532,288,0.6
58533,953,1.1
58535,423,0.5
58538,2443,5.8
58540,2990,3.2
58541,645,1.2
58542,284,0.6
58544,541,0.7
58545,3385,4.1
58549,276,0.6
58552,1495,1.1
58554,28446,19.2
58558,987,2.8
58559,244,0.5
58560,248,0.8
58561,1022,1.2
58562,350,0.5
58563,1973,1.3
58564,52,0.2
58565,171,41.1
58566,241,0.9
58568,578,0.5
58569,101,0.3
58570,506,0.6
58571,618,2.1
58572,289,0.5
58573,635,1.3
58575,864,1.4
58576,1005,2.3
58577,1942,3.8
58579,1230,1.9
58580,383,1
58581,235,0.7
58601,28902,19.6
58620,151,0.2
58621,1381,1.2
58622,1663,1.2
58623,1996,1.4
58625,326,1.3
58626,634,1.4
58627,192,0.3
58630,581,1.3
58631,1025,1.1
58632,204,1.1
58634,415,0.4
58636,1007,1
58638,967,1.1
58639,1813,1.2
58640,1284,1.1
58641,92,0.5
58642,259,0.5
58643,144,0.4
58644,17,0.6
58645,197,0.2
58646,1086,0.7
58647,1190,0.9
58649,302,0.5
58650,473,0.6
58651,486,0.3
58652,1285,1.3
58653,787,0.8
58654,256,0.2
58655,647,2.2
58656,344,0.7
58701,33186,54.4
58703,22189,54.9
58704,4551,371.4
58705,824,126.4
58707,449,1515.8
58710,590,1.2
58711,193,0.6
58712,77,0.3
58713,170,3.5
58716,289,1.4
58718,1222,1.1
58721,449,0.8
58722,1784,10.4
58723,213,0.4
58725,475,1.2
58727,143,0.2
58730,1307,2
58731,392,1.5
58733,387,1.8
58734,259,0.5
58735,518,1
58736,484,1.1
58737,186,0.5
58740,730,1.7
58741,716,1.6
58744,106,0.5
58746,1365,1.2
58748,133,0.4
58750,381,0.6
58752,362,1.7
58755,219,0.9
58756,174,0.6
58757,1082,1.2
58758,267,0.8
58759,673,1.1
58760,266,0.7
58761,883,1.2
58762,177,0.7
58763,3948,2.9
58765,375,0.9
58768,263,1.4
58769,244,0.5
58770,1718,2.5
58771,537,0.8
58772,124,0.8
58773,1043,1.3
58775,193,1
58776,325,0.9
58778,110,0.3
58779,350,0.5
58781,551,1.9
58782,570,1.2
58783,409,0.6
58784,2688,3
58785,1509,14.3
58787,122,0.5
58788,837,0.6
58789,323,0.7
58790,1600,3.3
58792,212,0.5
58793,560,1.3
58794,244,1
58795,147,0.3
58801,33088,17.8
58830,273,0.3
58831,1282,1.2
58833,229,0.9
58835,992,1.6
58838,312,0.5
58843,852,1.5
58844,81,0.2
58845,671,1
58847,320,0.7
58849,1137,1.5
58852,1807,2.2
58853,416,10.9
58854,8505,4.9
58856,54,0.1
59001,1341,3.6
59002,162,0.8
59003,1128,0.6
59006,1364,8.5
59007,171,2.1
59008,385,1.2
59010,183,0.2
59011,3093,1.3
59012,81,0.1
59013,151,13.5
59014,1692,0.9
59015,353,0.5
59016,931,0.9
59018,558,1.2
59019,4038,5.1
59020,87,0.1
59022,2115,5.2
59024,334,0.3
59025,39,0
59026,147,2.5
59027,859,1.4
59028,529,0.6
59029,795,3.2
59030,1287,1
59031,535,2
59032,411,0.3
59033,142,1.6
59034,5257,2.6
59035,261,1.1
59036,1528,0.9
59037,2288,7.1
59038,578,0.3
59039,33,0
59041,2092,4.2
59043,3313,3.8
59044,12438,27.4
59046,506,0.3
59047,12899,6.4
59050,1717,0.9
59052,133,0.1
59053,403,0.3
59054,293,0.2
59055,140,0.2
59057,727,1
59058,30,0
59059,221,0.2
59061,234,0.5
59062,80,0.1
59063,1939,12.2
59064,221,0.4
59065,139,0.4
59066,540,0.7
59067,279,0.4
59068,3173,2.4
59069,671,0.6
59070,1156,2.5
59071,136,0.6
59072,4249,1.3
59074,426,0.3
59075,266,0.5
59076,39,1
59077,50,0
59078,129,0.2
59079,3242,3.7
59081,102,9
59082,20,0.2
59083,0,0
59085,150,0.2
59086,908,0.5
59087,379,0.1
59088,1135,1.3
59089,469,0.7
59101,40565,26.5
59102,48325,1240.8
59105,33494,134.9
59106,19812,68.3
59201,5411,1.6
59211,259,1
59212,384,0.5
59213,727,0.8
59214,51,0
59215,926,0.3
59217,181,19
59218,954,0.9
59219,310,0.6
59221,2093,3.1
59222,200,0.3
59223,52,0.1
59225,668,0.8
59226,658,0.8
59230,4570,1.2
59231,373,259.3
59240,14,0.1
59241,419,0.1
59242,60,0.3
59243,326,0.3
59244,83,0.1
59247,298,0.8
59248,943,0.6
59250,256,0.2
59252,96,0.2
59253,92,0.1
59254,1800,2.5
59255,3401,1.9
59256,61,0.3
59257,79,0.2
59258,149,0.2
59259,295,0.2
59260,87,0.1
59261,509,0.3
59262,578,0.7
59263,1407,0.9
59270,8803,3.8
59273,14,0.1
59274,376,0.5
59275,471,0.5
59276,19,0.1
59301,11552,1.6
59311,151,0.1
59312,6,0
59313,2387,1
59314,109,0.1
59315,71,0.1
59316,16,0
59317,1065,0.3
59318,135,0.1
59319,16,0
59322,90,0.1
59323,2094,15.2
59324,813,0.2
59326,387,0.4
59327,2331,0.4
59330,8545,3.3
59332,166,0.1
59333,31,1.5
59336,278,0.1
59337,642,0.1
59338,190,0.9
59339,98,0.1
59343,43,0.1
59344,625,0.6
59345,107,0.1
59347,403,0.2
59349,831,0.2
59351,228,0.1
59353,1045,0.4
59354,15,0.1
59401,13339,1738.9
59404,29092,33.9
59405,33253,26.8
59410,600,0.2
59411,757,1.4
59412,1468,1.5
59414,752,166.5
59416,399,0.4
59417,8115,4.1
59418,82,0.2
59419,74,0.3
59420,239,0.4
59421,1945,1
59422,2769,0.9
59424,26,0.1
59425,3751,2.6
59427,4542,1.3
59430,528,0.4
59432,184,0.4
59433,473,0.6
59434,462,0.3
59435,31,0.1
59436,2079,3.3
59440,233,0.5
59441,105,0.2
59442,1718,0.8
59443,527,3.5
59444,338,0.3
59446,592,0.3
59447,313,0.3
59448,598,3
59450,624,0.6
59451,206,0.3
59452,521,0.5
59453,254,0.3
59454,127,0.4
59456,60,0.1
59457,9067,3.5
59460,146,0.2
59461,10,0.1
59462,207,0.6
59463,108,0.2
59464,523,0.8
59465,44,0.2
59466,103,0.3
59467,70,0.3
59468,622,0.9
59469,113,0.4
59471,324,0.1
59472,826,5.8
59474,3438,2.4
59477,310,1.8
59479,731,0.4
59480,320,0.9
59482,956,1.8
59483,345,1.7
59484,105,0.2
59485,687,4.7
59486,1202,0.9
59487,1354,9.5
59489,308,0.2
59501,12175,3.5
59520,1128,0.4
59521,3978,5.4
59522,1280,0.6
59523,2115,0.5
59524,889,0.3
59525,260,0.3
59526,2686,1.4
59527,1303,2.4
59528,229,0.4
59529,128,0.1
59530,155,0.3
59531,441,0.6
59532,119,0.2
59535,38,0
59537,31,0
59538,2936,0.5
59540,520,0.5
59542,263,0.2
59544,179,0.2
59545,56,0.2
59546,136,0.6
59547,80,0.3
59601,31640,93.8
59602,28367,20.9
59623,0,0
59625,246,1048.8
59631,377,0.9
59632,2141,1.9
59633,255,0.5
59634,5323,8.2
59635,7715,37.5
59636,48,5.7
59638,531,3.4
59639,1259,0.7
