zipcode,population_2,density
59640,100,1.9
59642,34,0
59643,566,0.8
59644,4700,2.5
59645,1534,0.4
59647,389,1.8
59648,374,0.2
59701,33671,25.5
59710,303,0.2
59711,9371,6.5
59713,190,0.3
59714,22684,20.9
59715,38347,50.2
59716,2597,15.5
59718,41341,97.1
59720,310,0.2
59721,426,0.8
59722,5683,5.6
59724,90,0.1
59725,7805,1.5
59727,344,0.4
59728,360,0.8
59729,2238,1.9
59730,1993,1.1
59731,143,0.4
59732,276,0.5
59733,229,0.6
59735,263,0.9
59736,158,0.2
59739,316,0.1
59740,414,1
59741,5314,12.4
59743,175,0.3
59745,139,0.3
59746,142,0.3
59747,164,1.6
59748,308,5.6
59749,2059,3.3
59750,377,1.4
59751,299,4.3
59752,3931,3.8
59754,1075,1.1
59755,148,0.9
59756,301,11.3
59758,1658,1.5
59759,3680,3.2
59760,243,2.1
59761,360,0.1
59762,253,0.2
59801,30886,1546.6
59802,19790,168.4
59803,17052,67.9
59804,7802,23.9
59808,21669,53.3
59812,1480,2662.9
59820,1950,2
59821,2770,3.3
59823,1855,1.4
59824,1371,5.7
59825,2333,2.2
59826,568,0.6
59827,256,6.1
59828,5691,13.3
59829,2335,1
59830,154,0.5
59831,593,2.2
59832,867,1.3
59833,5480,13.8
59834,2220,12.8
59837,330,0.7
59840,14292,10.3
59841,914,270.6
59842,102,0.4
59843,267,0.2
59844,664,3.4
59845,1323,1.2
59846,1139,2.1
59847,6287,8.1
59848,98,1.3
59851,130,142.3
59853,815,1
59854,213,0.1
59855,489,535
59856,196,3.9
59858,1653,0.7
59859,3953,2.1
59860,11464,16.9
59863,191,9.6
59864,6931,14.4
59865,3997,9.5
59866,978,1.7
59867,36,0.6
59868,1977,3
59870,11377,17.2
59871,375,0.5
59872,2197,1.6
59873,2810,1.4
59874,1898,2
59875,3924,11.7
59901,58212,47.9
59910,759,15.2
59911,8615,6.8
59912,15648,32
59913,497,3.7
59914,342,11.8
59915,306,2.1
59916,148,0.5
59917,5277,8.3
59918,599,2.5
59919,607,103.2
59920,1409,2.9
59922,2440,24.6
59923,9139,2.5
59925,1692,1.7
59926,355,13.7
59927,291,0.6
59928,181,0.1
59929,162,1.5
59930,409,1.7
59931,311,4.2
59932,1376,19.5
59933,23,0.5
59934,819,2.6
59935,3408,1.3
59936,485,0.1
59937,14066,17.5
60002,24257,281.1
60004,52344,1817.9
60005,29622,1740.9
60007,33048,704.7
60008,23191,1746.3
60010,47130,245.6
60012,11712,261.4
60013,26689,712.4
60014,47612,732.3
60015,27671,783.7
60016,62140,1979.1
60018,29161,679
60020,10932,896
60021,5205,981.3
60022,8536,869.1
60025,42196,1553
60026,14206,1345.6
60029,524,451.2
60030,35517,512.5
60031,37818,767.7
60033,13658,44.9
60034,2274,28.4
60035,30251,922.1
60040,5204,2624.8
60041,8646,349.4
60042,8552,723.1
60043,2423,1540.1
60044,10286,585.2
60045,21324,386.3
60046,35225,592.5
60047,43606,482.8
60048,29594,402.4
60050,31748,463.8
60051,23388,272.2
60053,25004,1908.9
60056,56912,2022.3
60060,37105,616.8
60061,27761,1282.6
60062,41920,856.2
60064,15961,1165.4
60067,39006,1157.5
60068,39531,2087.6
60069,8475,551.8
60070,15875,1541.8
60071,3910,60.8
60072,908,36.2
60073,62719,1311
60074,37655,2046.8
60075,29,69.2
60076,33432,2513.7
60077,29238,2668.2
60081,9246,181
60083,9156,133.9
60084,16999,467.3
60085,73053,1907.7
60087,27470,818.1
60088,13251,2134.7
60089,42993,1686.1
60090,39034,1677.7
60091,27750,2005.7
60093,20379,939.5
60096,6721,547.7
60097,11593,278.9
60098,33101,122
60099,31514,538.7
60101,37765,1280.3
60102,32438,794.6
60103,42318,890.3
60104,18785,3175.2
60106,20694,863.5
60107,39683,1988.7
60108,23703,1238.7
60109,521,36.3
60110,39335,1810.3
60111,105,1.9
60112,4515,476.9
60113,311,1259.3
60115,42815,204
60118,15536,286.5
60119,10779,84
60120,51024,1130.6
60123,49140,1358.5
60124,24176,244.6
60126,47822,1647.8
60129,223,5.4
60130,14297,1959
60131,18409,1307.4
60133,37545,1729.1
60134,30514,808.7
60135,7069,58.3
60136,8350,435.6
60137,38648,1360.5
60139,33520,2339.9
60140,20859,99.4
60141,298,273.9
60142,29478,292.7
60143,11673,646.7
60144,97,766
60145,2607,29.8
60146,2324,16.2
60148,53072,1482.5
60150,1998,13.8
60151,4068,19
60152,12471,50.5
60153,23547,3202.2
60154,16837,1490.6
60155,8005,1665.4
60156,29024,1056.3
60157,2553,637.4
60160,25417,2156
60162,8286,1007.9
60163,5307,1626.6
60164,21719,1707.3
60165,4611,5212.9
60169,34188,1722.5
60171,10571,1812.6
60172,24407,1347.1
60173,14016,842.9
60174,30382,855
60175,26677,307.3
60176,11680,1777.8
60177,23859,1037.4
60178,21684,124.6
60180,1596,29.4
60181,30488,1808.8
60183,0,0
60184,2543,116.6
60185,34471,431.2
60187,30465,1774.2
60188,42290,1624.6
60189,30550,1130.1
60190,11448,906.5
60191,14136,1047.2
60192,16391,567.8
60193,40150,1759.8
60194,20467,2142
60195,4865,1113.4
60201,43452,3719
60202,34793,4397
60203,4728,2668.5
60208,209,378.6
60301,2890,5728.1
60302,33039,4316.3
60304,18171,4527.5
60305,11742,1830.2
60401,7852,53.5
60402,65326,4397.2
60403,17095,1349.8
60404,19651,482.2
60406,25007,1797.7
60407,1623,46.4
60408,5488,331.8
60409,36065,1797.5
60410,13949,223.8
60411,53242,669.8
60415,14413,2455.6
60416,9307,157.5
60417,15607,162.5
60418,10910,1423.3
60419,21588,1963.1
60420,4750,19
60421,3838,24.8
60422,10531,1020.9
60423,32480,331.1
60424,2256,16.5
60425,8680,595.5
60426,23963,1196
60428,11316,861
60429,15018,1423.2
60430,20351,1141.8
60431,26965,810.7
60432,19927,903.3
60433,16045,456.8
60435,48131,1716
60436,19013,408
60437,87,1.8
60438,29390,1407.5
60439,24589,319.6
60440,51310,1313.7
60441,37688,517
60442,12758,73.5
60443,21043,721.6
60444,1943,15.1
60445,14666,1319.2
60446,41247,816.3
60447,15544,88.8
60448,25172,530.8
60449,9579,75.1
60450,20540,50.3
60451,36681,563
60452,27247,1225
60453,58032,2637.9
60455,17332,1578.3
60456,4324,3486.1
60457,14034,1728.9
60458,15080,1996.1
60459,29312,2706
60460,1318,5.1
60461,4988,572
60462,40950,989.5
60463,14039,1029.6
60464,9811,287.8
60465,18379,1648.5
60466,21549,1317.3
60467,25322,662
60468,5752,31.9
60469,5732,1952.2
60470,370,3.3
60471,13255,1289.6
60472,4863,1111.2
60473,21939,1079.9
60474,702,50.5
60475,10010,802.1
60476,2299,268.1
60477,37073,1006.6
60478,16758,661.2
60479,740,7.3
60480,5341,183.5
60481,11313,35.4
60482,11157,1845.9
60484,6678,342.5
60487,26336,1360.1
60490,22497,898.2
60491,22897,345.5
60501,11772,1043.5
60502,23066,797.4
60503,16752,1513
60504,39454,1734.7
60505,61702,2349.2
60506,49801,905
60510,28696,454.3
60511,1835,23.7
60512,1089,64.2
60513,19535,2390.9
60514,9722,1842
60515,29144,952.2
60516,29163,1486.2
60517,33318,1379.4
60518,3650,10.6
60519,40,297
60520,2888,24.8
60521,18004,1469.7
60523,10173,438.7
60525,31681,936.9
60526,13572,1349.7
60527,28589,766.6
60530,791,10.9
60531,2073,13
60532,29144,1317
60534,10647,2195.7
60536,122,351.3
60537,653,305.2
60538,29725,1182.8
60539,212,94.3
60540,42911,1253.3
60541,3377,15.7
60542,18229,743.2
60543,39625,364.7
60544,27606,440.3
60545,13468,142.1
60546,16728,1620.5
60548,12149,113.4
60549,594,9.7
60550,1120,10.5
60551,5125,33.4
60552,4286,62.2
60553,688,5.4
60554,12043,130.9
60555,13924,669.1
60556,2297,16.9
60557,260,114.3
60558,13550,1839.4
60559,24706,2031.5
60560,26499,128.9
60561,23444,1362.2
60563,38704,1026
60564,46390,1118.1
60565,39200,1175.2
60585,24471,634.8
60586,48227,1066.6
60601,14804,14706.9
60602,1142,5350.7
60603,1275,4149.5
60604,687,3434.4
60605,32077,8658.3
60606,3298,5487.1
60607,29990,5005.4
60608,83689,5172.7
60609,61861,3082.1
60610,42422,14725.7
60611,34562,16829.4
60612,33908,3520.5
60613,53282,8836.5
60614,72119,8641.9
60615,41767,7367.8
60616,53085,5393.6
60617,84193,2377.5
60618,95078,7350.8
60619,63481,4002.8
60620,69357,3827
60621,26538,2729.3
60622,54650,8440.6
60623,77352,5554.6
60624,36986,4025.9
60625,80028,8210.2
60626,50295,11313.5
60628,64489,2268.2
60629,107487,5888
60630,55591,4526.9
60631,30589,3152.6
60632,87395,4529.7
60633,12674,502
60634,77520,4210
60636,30412,3001.1
60637,49514,4222.4
60638,58959,2057.4
60639,89037,6927.5
60640,67936,11108.3
60641,71003,6808.1
60642,21374,4948.5
60643,49796,2613.9
60644,47630,5238.1
60645,48585,8427.5
60646,29326,2551.5
60647,85564,8336.7
60649,48973,5223.5
60651,64638,7206.8
60652,43485,3470.4
60653,34519,5648.5
60654,21859,15577.5
60655,28751,2518.3
60656,28665,3419.3
60657,72113,12804.2
60659,43729,7155.2
60660,44972,13631.6
60661,11073,13990.7
60706,24272,3040.6
60707,41309,4457.8
60712,13358,1916.1
60714,31208,1918.9
60803,22329,1111.7
60804,84905,4607.1
60805,19884,2252.7
60827,26010,1429.1
60901,34453,136.7
60910,534,85.7
60911,1250,7.8
60912,539,5.7
60913,1596,13.7
60914,28842,227.6
60915,10084,1137.1
60917,464,4.9
60918,603,4.6
60919,528,5.8
60920,185,39.8
60921,1586,8.5
60922,2616,18.4
60924,1512,8.3
60926,81,9.8
60927,2255,11.9
60928,518,19.6
60929,663,6.7
60930,749,6.6
60931,702,5.7
60932,379,447
60933,284,43.5
60934,225,2.8
60935,1312,27.3
60936,4243,16.9
60938,1816,13.7
60939,0,0
60940,3098,15.6
60941,1695,12.7
60942,5797,19.4
60945,252,41.6
60946,446,3.9
60948,1591,12.4
60949,500,8.4
60950,12006,60.5
60951,854,6.6
60952,632,5.8
60953,2560,6.5
60954,5623,32.8
60955,1820,8.1
60956,117,216.2
60957,5720,21
60958,1410,10.4
60959,915,6.4
60960,908,4.2
60961,748,7.6
60962,637,6.2
60963,1345,6.6
60964,4749,24.6
60966,1464,9.4
60967,55,7.7
60968,520,4.2
60969,71,107.5
60970,6370,19.3
60973,330,4.5
60974,286,91.3
61001,1251,12
61006,1377,7.6
61007,373,5.8
61008,34420,157.6
61010,7496,75.8
61011,2597,26
61012,2680,28.6
61013,664,545
61014,1140,6.9
61015,1015,10
61016,4836,66.1
61018,1076,12.4
61019,3318,34.2
61020,3167,38.9
61021,22680,58.3
61024,2471,16.2
61025,4316,46.8
61027,121,92.7
61028,1780,6.1
61030,2328,14.8
61031,1737,14.9
61032,29231,75.9
61036,6978,28.1
61037,107,304.1
61038,1310,11.8
61039,834,11.2
61041,1437,6.9
61042,501,2.9
61043,156,125.4
61044,136,4
61046,2652,12.2
61047,1712,10
61048,3952,18.7
61049,682,12.9
61050,278,10.5
61051,1436,10.9
61052,916,12.8
61053,2802,10
61054,3581,33.1
61057,109,65.4
61059,205,69.3
61060,1397,14.7
61061,6930,25.4
61062,2063,10.7
61063,4151,21.5
61064,4263,15.1
61065,10406,78.9
61067,695,8.5
61068,14609,46.8
61070,1536,18.3
61071,13840,73.7
61072,10825,79.8
61073,20685,285.9
61074,4304,22.6
61075,995,7.4
61077,0,0
61078,1364,9.5
61079,209,20.9
61080,10668,164.4
61081,21414,66.5
61084,3061,34
61085,3146,9.6
61087,1544,22
61088,6416,43.8
61089,661,5.8
61091,19,2.9
61101,20394,189.6
61102,16861,190.8
61103,23446,554.1
61104,19106,1639.2
61107,29363,759.9
61108,29582,1046.2
61109,26834,269
61111,22903,621.5
61112,111,54.3
61114,14999,711.1
61115,22480,815.1
61201,38025,821.4
61230,890,17.9
61231,5096,12.8
61232,1431,171.1
61233,244,130.9
61234,1172,8.1
61235,1661,12.2
61236,82,39.5
61237,0,0
61238,2825,10.8
61239,1154,563.4
61240,5977,63.4
61241,6801,137.4
61242,1217,15
61243,299,4.5
61244,23628,338.5
61250,2707,12
61251,438,9.6
61252,5357,35.2
61254,12018,27.9
61256,1911,497.2
61257,919,8.6
61258,221,229.4
61259,1375,6.9
61260,704,4.7
61261,740,17.2
61262,759,5.7
61263,891,251.7
61264,10127,56.8
61265,44150,886.9
61270,6991,17.9
61272,1299,5.6
61273,3170,26.7
61274,233,3.8
61275,4330,50.3
61276,72,82
61277,3108,9
61278,662,164.8
61279,1034,10.2
61281,2395,23
61282,8263,1015.5
61283,1671,7.7
61284,1800,15.7
61285,2338,20.3
61301,10295,94.1
61310,3569,12.7
61311,381,9
61312,412,4.9
61313,229,2.2
61314,839,7.2
61315,242,75
61316,252,75.6
61317,475,180
61318,752,8.8
61319,1153,9
61320,639,289.1
61321,340,4.5
61322,1461,157.5
61323,122,370.7
61324,80,150.3
61325,1127,9.3
61326,2097,16.9
61327,1496,15.9
61328,134,34.5
61329,1285,232.8
61330,1209,6.4
61331,0,0
61332,143,74.4
61333,352,7.9
61334,655,6.5
61335,374,6.7
61336,408,4.2
61337,544,29.4
61338,219,12.7
61340,476,210.8
61341,7507,31.6
61342,8564,30.6
61344,269,4.8
61345,710,5.8
61346,62,44.1
61348,4456,43.8
61349,986,6.1
61350,24444,61.9
61353,1229,14.7
61354,10407,94.4
61356,10896,22.2
61358,298,4.9
61359,400,209.2
61360,3466,28.2
61361,1390,6
61362,5933,90.2
61363,279,209.4
61364,18152,44.5
61367,873,7.8
61368,1294,6.9
61369,1320,11.7
61370,1189,10.3
61371,82,212.7
61372,190,116.1
61373,2079,17.1
61374,101,12
61375,1127,9
61376,1768,7
61377,1525,11.5
61378,308,2
61379,1247,12.1
61401,30968,97.3
61402,1931,8934.7
61410,3898,33.4
61411,327,3.2
61412,1215,5.9
61413,1034,13.5
61414,758,5.3
61415,1789,6.4
61416,281,175.8
61417,277,4.5
61418,660,5.1
61419,84,61
61420,995,5.6
61421,1533,6
61422,3035,27.1
61423,660,5.9
61424,59,32.2
61425,399,4.7
61426,74,9.4
61427,1920,12.8
61428,1104,14.4
61430,595,155.2
61431,262,3
61432,646,6.7
61433,47,17.1
61434,2816,13.8
61435,193,4.3
61436,818,5.2
61437,633,6.5
61438,726,6.9
61439,246,76
61440,718,6.4
61441,870,5.6
61442,741,10
61443,13760,52.8
61447,1112,10.1
61448,4006,37.8
61449,189,2
61450,1743,8.8
61451,196,3.5
61452,178,2.3
61453,586,4
61454,427,4.8
61455,17979,42.7
61458,515,2.4
61459,320,3.5
61460,259,3.2
61462,11035,30
61465,1201,11.5
61466,282,4.6
61467,1320,9.9
61468,193,62.1
61469,2186,20.5
61470,552,11
61471,133,540.3
61472,428,4.2
61473,1176,4.2
61474,259,3.8
61475,177,2
61476,515,4.5
61477,591,4.5
61478,303,3.4
61479,53,1.8
61480,1281,6.9
61482,542,4.1
61483,1950,7.7
61484,704,5.7
61485,436,3.6
61486,1536,13.7
61488,1229,20.1
61489,826,6.8
61490,1125,11.9
61491,2110,8.5
61501,1641,8.4
61516,713,8.8
61517,2995,16.9
61519,259,31.9
61520,16576,42.1
61523,10541,76.4
61524,340,529.3
61525,11542,136.2
61526,841,10.6
61528,3256,67.8
61529,3179,19
61530,6706,40.6
61531,3100,21.2
61532,485,6.1
61533,2299,21.9
61534,1930,13.3
61535,2082,108.2
61536,3192,30.2
61537,2751,18.6
61539,165,57.2
61540,2898,21.3
61541,95,223.5
61542,3409,11.6
61543,114,5.9
61544,828,8
61545,734,10.5
61546,3720,15.2
61547,3898,68.5
61548,12227,62.4
61550,18223,170.7
61552,281,97.7
61553,260,95.9
61554,41057,214.8
61559,3838,15.3
61560,512,5.7
61561,2340,16.1
61562,87,759
61563,514,519.9
61564,1056,417.4
61565,1404,8.3
61567,460,3.5
61568,4460,25.4
61569,947,10.1
61570,1733,9.7
61571,24761,178.8
61572,1063,10.6
61602,752,260.5
61603,15747,1439.1
61604,28828,732.6
61605,14010,1235.5
61606,7697,2427.3
61607,10386,119.2
61610,4947,461.4
61611,23925,225.5
61614,28583,917.6
61615,22957,299.2
61616,5940,902.4
61625,534,3290.9
61701,35347,1237.6
61704,36875,747.6
61705,13130,58.3
61720,255,3.3
61721,551,6.2
61722,659,4.9
61723,2571,15.7
61724,436,5.2
61725,1682,14.4
61726,2850,11.6
61727,9517,28.9
61728,1271,7.1
61729,1223,25.5
61730,403,5.4
61731,164,2.8
61732,2016,12.5
61733,823,14.2
61734,2647,13.4
61735,424,7.8
61736,2490,27.8
61737,454,5.1
61738,4454,19.9
61739,4665,17
61740,1393,7.7
61741,1549,11.3
61742,1247,78.1
61743,129,3.2
61744,1543,7.7
61745,4729,24.5
61747,1590,21.3
61748,2547,22.6
61749,555,6
61750,102,398.6
61751,57,13.2
61752,4458,19.9
61753,3102,14.6
61754,1113,5.5
61755,4624,38.3
61756,2575,11.8
61759,1474,16.5
61760,2384,13.2
61761,54251,492.1
61764,13867,34.6
61769,679,7.2
61770,1098,7
61771,815,12.1
61772,208,3.3
61773,290,2.6
61774,914,8.2
61775,251,3
61776,1195,11.5
61777,938,10
61778,488,6.3
61801,28234,2018.5
61802,19671,92.6
61810,233,3.8
61811,661,9.6
61812,357,6.3
61813,1677,10.1
61814,1247,20.4
61815,333,557.6
61816,400,5.7
61817,2440,31.7
61818,1587,15.7
61820,38553,2509.1
61821,28986,1454.7
61822,27473,99
61830,495,5.7
61831,168,5.4
61832,33173,468.7
61833,1836,485.7
61834,8247,29.8
61839,613,7.3
61840,528,6.6
61841,1161,7.8
61842,2506,8.8
61843,2207,23.2
61844,772,5
61845,389,4.9
61846,4896,43.9
61847,1227,14.1
61848,251,95.5
61849,2084,13.8
61850,406,4.7
61851,316,3.6
61852,159,3.4
61853,13921,112
61854,1228,8.4
61855,128,4.2
61856,8179,29.3
61857,159,108.7
61858,2829,37.8
61859,1374,17.5
61862,637,6.1
61863,866,10.2
61864,1743,29.4
61865,1505,7.3
61866,13631,65.8
61870,1155,10.9
61871,387,93.4
61872,536,5.6
61873,5833,35.4
61874,8572,542
61875,1000,12.5
61876,660,6.1
61877,1287,17.1
61878,1225,16.9
61880,4454,27.8
61882,659,6.6
61883,4412,82.9
61884,1046,16.8
61910,4732,17.8
61911,4703,28.6
61912,1214,9
61913,1470,13.8
61914,1976,12.6
61917,534,3
61919,789,14
61920,21341,55.5
61924,2343,6.3
61925,1254,11
61928,705,8.8
61929,661,6.5
61930,695,7.7
61931,1433,17
61932,512,10.7
61933,1155,7.6
61936,360,45.7
61937,1716,6.9
61938,20816,63.5
61940,299,3.6
61941,199,41.6
61942,969,5.4
61943,1525,7.9
61944,11703,17.2
61949,152,52.4
61951,7871,23
61953,6193,19.2
61955,219,214.6
61956,2936,33.3
61957,1648,7.8
62001,1606,12.9
62002,30913,289.1
62006,553,6.7
62009,1820,244.5
62010,11264,204.8
62011,241,3.2
62012,6713,43
62013,579,10
62014,3986,25.7
62015,543,6
62016,3549,10.1
62017,896,9.8
62018,2940,341.6
62019,391,5.2
62021,733,14
62022,1072,20.3
62023,117,57.8
62024,9544,687.8
62025,34663,119.2
62026,1175,414.1
62027,540,3.5
62028,1027,66.2
62030,123,468.8
62031,778,5
62032,661,5.4
62033,4559,37.6
62034,14568,410.6
62035,16046,141.6
62036,558,6.8
62037,1694,11.4
62040,40912,396
62044,2257,9.1
62045,543,5.4
62046,884,321.1
62047,1623,16.1
62048,1846,41.5
62049,8698,40.9
62050,343,2.2
62051,735,7.2
62052,12627,34.1
62053,410,3.1
62054,361,4
62056,8751,31.5
62058,807,293.2
62059,627,368.5
62060,3662,400.3
62061,1638,27.3
62062,8336,509.9
62063,723,5.3
62067,2109,46.8
62069,3210,42.5
62074,1228,11.1
62075,3122,11.3
62076,73,15.2
62077,246,38.5
62078,84,61.3
62079,297,10.4
62080,2569,8.4
62081,377,5.5
62082,2484,9.1
62083,148,2.6
62084,1520,127.2
62085,176,75.9
62086,1249,10
62087,2121,233.3
62088,6310,55.6
62089,605,102.9
62090,1117,288.2
62091,478,5.9
62092,2586,15.6
62093,550,95.4
62094,902,11.1
62095,10703,581.5
62097,2907,27.3
62098,32,2.3
62201,5237,167.9
62203,6500,444.2
62204,6126,512.1
62205,5807,352.7
62206,13433,356.7
62207,7345,457.4
62208,16898,487.2
62214,1141,8.2
62215,2094,72.9
62216,2944,47.4
62217,752,9.3
62218,1944,16.4
62219,963,436.5
62220,18160,242.8
62221,30512,336.9
62223,16353,245.9
62225,5595,411.6
62226,29504,821.1
62230,6416,48.1
62231,6608,13.3
62232,7154,215.4
62233,8911,50.4
62234,32637,338.2
62236,14481,92.6
62237,2276,9.6
62238,536,4.1
62239,4038,182.4
62240,2253,58.4
62241,759,7.7
62242,1476,11.5
62243,6026,45
62244,827,6.7
62245,1706,35.8
62246,9926,26.8
62248,554,849.4
62249,16671,72.6
62250,692,525.9
62253,744,9.2
62254,6532,61.7
62255,1092,15.9
62256,52,170.6
62257,1963,9.4
62258,10234,52.4
62260,6816,60
62261,41,0.6
62262,1743,10.1
62263,5046,13.2
62264,3487,20.5
62265,4347,49.9
62266,12,0.6
62268,974,7.1
62269,35619,461
62271,1990,12.2
62272,1889,22.7
62273,248,71
62274,8302,22.4
62275,3264,12.6
62277,951,5.6
62278,6504,23.9
62279,68,15.9
62280,541,4
62281,3206,37.1
62282,649,130.5
62284,740,10.5
62285,4624,109.9
62286,5363,20.7
62288,2665,28
62289,332,85.6
62292,979,223.8
62293,4298,31.9
62294,14827,194.1
62295,1563,8.6
62297,325,5.5
62298,17024,46
62301,31614,1092.7
62305,18922,52.5
62311,799,6.3
62312,1887,7.8
62313,323,3
62314,592,3.6
62316,863,7.5
62319,220,2.2
62320,2457,11.7
62321,3721,8.6
62323,190,1.8
62324,1480,6.1
62325,479,10.1
62326,2441,12.2
62330,1468,6.5
62334,193,91.7
62336,85,207.7
62338,1157,12.9
62339,1019,14.1
62340,1697,7.2
62341,3536,29.3
62343,821,4.2
62344,19,0.2
62345,329,6
62346,155,1.4
62347,1793,5.9
62348,208,33
62349,706,5.9
62351,1940,10.3
62352,262,100.9
62353,4993,10.2
62354,1362,14.4
62355,875,3.8
62356,669,4.1
62357,329,6.2
62358,617,5.7
62359,155,17.1
62360,2002,20.7
62361,353,2.3
62362,373,24
62363,5268,13.2
62365,454,6.4
62366,1541,9
62367,1287,4
62370,320,2.1
62373,279,2.2
62374,274,4.4
62375,507,4.2
62376,992,6.1
62378,822,4.8
62379,1829,7.2
62380,424,4.2
62401,19258,71.6
62410,1499,15.2
62411,4218,19.1
62413,251,3
62414,1580,8
62417,2672,28.8
62418,2146,8.8
62419,203,3.7
62420,4070,12.8
62421,496,3.6
62422,994,8.4
62423,654,10.4
62424,2447,11
62425,665,6.3
62426,722,6.9
62427,2010,9.2
62428,2944,11.8
62431,926,6.5
62432,759,7.1
62433,1114,13.4
62434,369,4.9
62436,781,12.7
62438,177,2.9
62439,7077,18.5
62440,1003,9.6
62441,6994,15.3
62442,2672,7.4
62443,1770,8.8
62444,397,5.4
62445,1107,9.3
62446,393,2.4
62447,3199,20.2
62448,5316,10
62449,2904,9.3
62450,12551,30.8
62451,2133,13
62452,297,5.5
62454,10548,33
62458,2484,16.1
62459,335,117.8
62460,1036,9.2
62461,716,6.6
62462,1230,12
62463,1065,10.6
62464,157,48.4
62465,780,7.1
62466,4509,12.5
62467,3948,26.3
62468,2491,12.9
62469,368,6.9
62471,10067,30.3
62473,1120,19.8
62474,635,6.8
62475,395,6.5
62476,1484,7.4
62477,778,5
62478,291,3.9
62479,812,5.8
62480,552,3.6
62481,298,3.3
62501,2176,10.9
62510,1775,9
62512,609,5
62513,1545,8.8
62514,365,148.8
62515,1086,7.3
62517,272,218.3
62518,149,2.3
62519,54,13.9
62520,1429,21.3
62521,33785,197.7
62522,14479,233.5
62523,1096,947.2
62526,31039,181.7
62530,1366,19.8
62531,1924,12.1
62532,101,46.8
62533,773,6.2
62534,1157,8
62535,3674,389.9
62536,720,36.2
62537,261,91.7
62538,483,5.5
62539,1273,10.6
62540,1281,232.7
62541,46,7.7
62543,509,9.5
62544,1605,9.1
62545,1356,19.5
62546,1506,5.1
62547,924,8.5
62548,2323,10.5
62549,6535,312.1
62550,2933,12.7
62551,929,13.7
62553,318,3.4
62554,2024,43.2
62555,613,6.4
62556,326,5.5
62557,7042,23.3
62558,3430,14.1
62560,1299,7.8
62561,5212,86.8
62563,5985,38.9
62565,7528,22.9
62567,912,8.8
62568,16536,51.2
62570,811,218.6
62571,1428,7.9
62572,555,5.3
62573,1465,13.5
62601,335,2.9
62610,163,10.7
62611,1343,7.1
62612,1491,6.2
62613,4023,24.6
62615,5514,43.1
62617,518,3.2
62618,7462,28.6
62621,1143,8.9
62622,50,5.4
62624,321,2.8
62625,951,18.7
62626,7810,17.6
62627,1019,4.6
62628,767,7.6
62629,15214,168.3
62630,665,6.3
62631,254,7.6
62633,602,3.5
62634,1038,7.5
62635,683,6.4
62638,1389,7.9
62639,266,3
62640,3446,17.8
62642,1276,6.7
62643,673,7.4
62644,4745,19
62649,415,4.2
62650,24964,48.7
62655,592,3.9
62656,18380,49.7
62661,1481,15.1
62663,205,114.9
62664,3011,10.9
62665,1390,12
62666,452,5.5
62667,579,6.2
62668,1333,7.3
62670,2606,11
62671,485,3.7
62672,153,80.6
62673,346,4.8
62674,1427,7.4
62675,6033,20.3
62677,2018,8.7
62681,5683,12.4
62682,686,5.9
62684,5520,82.3
62685,1844,8.7
62688,771,6.6
62689,549,185.1
62690,3791,26.1
62691,2247,8.5
62692,2057,9.1
62693,1733,13.2
62694,2995,7.4
62695,478,224.4
62701,1048,1040.2
62702,33303,836.9
62703,28768,744.6
62704,40407,1276.1
62706,0,0
62707,7973,73.6
62711,17752,221.7
62712,9955,160.9
62801,20243,58.1
62803,1126,7.7
62806,3308,12.4
62807,887,8.7
62808,1783,9.2
62809,357,8.8
62810,926,5.7
62811,325,102.1
62812,11514,45
62814,1840,9.9
62815,228,4.2
62816,1059,10.9
62817,542,3.1
62818,407,6.1
62819,309,36
62820,213,3.8
62821,7117,16.1
62822,2517,440.4
62823,1854,9
62824,1692,6.5
62825,249,136.7
62827,1175,6.9
62828,1336,6.2
62829,159,63
62830,1263,16.8
62831,378,3.6
62832,8932,35.2
62833,319,2.5
62835,1328,6.9
62836,896,9.1
62837,8453,19.9
62838,1953,8.1
62839,6418,34.8
62841,189,239
62842,704,6
62843,127,8.7
62844,2015,16.6
62846,2332,54.8
62848,618,87.8
62849,2070,7.1
62850,639,8.6
62851,246,3.2
62852,130,477.4
62853,1019,14.9
62854,1571,6.5
62856,309,79
62858,3057,7.8
62859,5411,10.7
62860,380,4.1
62861,166,403.9
62862,325,4.5
62863,9305,24.4
62864,23111,62.4
62865,1988,14.4
62867,406,3.9
62868,1648,6.1
62869,2626,10.9
62870,2168,21.3
62871,700,4.9
62872,1182,19.6
62874,384,92.3
62875,1306,7
62876,138,19.2
62877,434,5.3
62878,300,3.5
62879,40,124.5
62880,641,5.9
62881,10897,42.4
62882,2322,28.5
62883,624,5.7
62884,2776,35.4
62885,550,3.7
62886,280,4.1
62887,227,3.6
62888,1864,9.9
62889,1140,13.8
62890,2278,8.6
62891,684,418
62892,215,3.8
62893,905,17.4
62894,946,8.1
62895,1856,6.5
62896,11033,70.5
62897,462,12.5
62898,2159,15.5
62899,1707,6.1
62901,23296,332.4
62902,4232,25.4
62903,2993,57.1
62905,561,6.5
62906,7332,46.9
62907,1805,7.4
62908,395,3.1
62910,2174,7.8
62912,1566,11.6
62914,1968,38.1
62915,443,539.1
62916,772,6.4
62917,2564,33.3
62918,10729,110.5
62919,819,6.7
62920,3013,16.4
